CountryCode,SeriesCode,DESCRIPTION
"KWT","MS.MIL.XPND.GD.ZS","1970-1974 SIPRI estimates."
"KWT","MS.MIL.XPND.CN","1970-1974 SIPRI estimates."
"KWT","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"KWT","MS.MIL.XPND.ZS","1970-1974 SIPRI estimates."
"KWT","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. "
"KWT","SP.POP.TOTL","Data source: Central Statistical Bureau, United Nations World Population Prospects"
"KWT","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"KWT","IT.NET.BBND.P2","Ministry of Communications."
"KWT","SM.POP.NETM","Data source: United Nations World Population Prospects"
"KWT","IT.CEL.SETS.P2","Ministry of Communications."
"KWT","SP.DYN.TFRT.IN","Data source: Central Statistical Bureau, United Nations World Population Prospects"
"KWT","SP.DYN.LE00.MA.IN","Data source: Central Statistical Bureau, United Nations World Population Prospects"
"KWT","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"KWT","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"KWT","IT.MLT.MAIN.P2","Ministry of Communications."
"KWT","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"KWT","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"KWT","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"KWT","SG.GEN.PARL.ZS","No woman candidate was elected in the 2006 elections. However, one woman, appointed to the 16-member cabinet, is counted, because cabinet ministers also sit in parliament. In 2008, two women were appointed to the 16-member cabinet sworn in June 2008."
"KWT","SP.POP.GROW","Data source: Central Statistical Bureau, United Nations World Population Prospects"
"KWT","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"KWT","IT.NET.BBND","Ministry of Communications."
"KWT","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"KWT","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"KWT","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"KWT","IT.CEL.SETS","Ministry of Communications."
"KWT","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LAO","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"LAO","SP.POP.GROW","Data source: United Nations World Population Prospects"
"LAO","IT.CEL.SETS.P2","Lao Telecommunications Co., Ltd.; Ministère des communications, transports, postes et de la construction. National Authority of Post and Telecommunication."
"LAO","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LAO","SM.POP.NETM","Data source: United Nations World Population Prospects"
"LAO","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"LAO","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"LAO","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"LAO","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
"LAO","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2023 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2023 are World Bank staff estimates. Short-term debt for 2023 is based on data from the BIS. DSSI eligible and not participating in 2020 and 2021."
"LAO","IT.NET.BBND","Lao Telecommunications Co., Ltd.; Ministère des communications, transports, postes et de la construction. National Authority of Post and Telecommunication."
"LAO","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists)."
"LAO","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"LAO","IT.CEL.SETS","Lao Telecommunications Co., Ltd.; Ministère des communications, transports, postes et de la construction. National Authority of Post and Telecommunication."
"LAO","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LAO","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LAO","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"LAO","IT.NET.USER.ZS","Lao Telecommunications Co., Ltd.; Ministère des communications, transports, postes et de la construction. National Authority of Post and Telecommunication."
"LAO","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LAO","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"LAO","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"LAO","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LAO","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. "
"LAO","IT.MLT.MAIN.P2","Lao Telecommunications Co., Ltd.; Ministère des communications, transports, postes et de la construction. National Authority of Post and Telecommunication."
"LAO","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"LAO","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"LAO","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"LAO","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"LAO","IT.NET.BBND.P2","Lao Telecommunications Co., Ltd.; Ministère des communications, transports, postes et de la construction. National Authority of Post and Telecommunication."
"LAO","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LAO","IT.MLT.MAIN","Lao Telecommunications Co., Ltd.; Ministère des communications, transports, postes et de la construction. National Authority of Post and Telecommunication."
"LBN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LBN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"LBN","MS.MIL.XPND.CD","1960-1997, 2005-2007, 2010 & 2013-2020 SIPRI estimates."
"LBN","IT.CEL.SETS","Ministère des Postes et des Télécommunications."
"LBN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2001: the expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data. Due to lack of data on international tourism receipts concerning statistics on inbound tourism, the Department of “Internet and Statistics Service of the Ministry of Tourism” considers that a tourist spends an average of US$ 1,000."
"LBN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"LBN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"LBN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed, long-term private nonguaranteed and short-term debt data for 2023 are based on reports provided by the country."
"LBN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"LBN","NY.GNP.PCAP.PP.KD","Estimates are based on regression."
"LBN","IT.MLT.MAIN.P2","Ministère des Postes et des Télécommunications."
"LBN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"LBN","NY.GNP.PCAP.PP.CD","Estimates are based on regression."
"LBN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"LBN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"LBN","SM.POP.NETM","Data source: United Nations World Population Prospects"
"LBN","MS.MIL.XPND.CN","1960-1997, 2005-2007, 2010 & 2013-2022 SIPRI estimates."
"LBN","SP.POP.GROW","Data source: United Nations World Population Prospects"
"LBN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LBN","NY.GDP.MKTP.PP.CD","Estimates are based on regression."
"LBN","IT.CEL.SETS.P2","Ministère des Postes et des Télécommunications."
"LBN","NY.GDP.MKTP.PP.KD","Estimates are based on regression."
"LBN","NY.GDP.PCAP.PP.CD","Estimates are based on regression."
"LBN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"LBN","MS.MIL.XPND.GD.ZS","1960-1997, 2005-2007, 2010 & 2013-2020 SIPRI estimates."
"LBN","IT.NET.BBND.P2","Ministère des Postes et des Télécommunications."
"LBN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"LBN","NY.GDP.PCAP.PP.KD","Estimates are based on regression."
"LBN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"LBN","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"LBN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"LBN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LBN","NE.CON.PRVT.PP.KD","Estimates are based on regression."
"LBN","NE.CON.PRVT.PP.CD","Estimates are based on regression."
"LBN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. The estimates for Lebanon include Palestinian refugees registered by UNRWA."
"LBN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LBN","IT.MLT.MAIN","Ministère des Postes et des Télécommunications."
"LBN","IT.NET.BBND","Ministère des Postes et des Télécommunications."
"LBN","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Excluding the Lebanon, Syria and Palestine nationalities."
"LBN","NY.GNP.MKTP.PP.CD","Estimates are based on regression."
"LBN","IT.NET.USER.ZS","Ministère des Postes et des Télécommunications."
"LBN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LBN","NY.GNP.MKTP.PP.KD","Estimates are based on regression."
"LBN","MS.MIL.XPND.ZS","1960-1997, 2005-2007, 2010 & 2013-2020 SIPRI estimates."
"LBR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"LBR","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"LBR","IT.NET.BBND.P2","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications"
"LBR","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"LBR","IT.MLT.MAIN.P2","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications"
"LBR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LBR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"LBR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LBR","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"LBR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"LBR","IT.NET.USER.ZS","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications"
"LBR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"LBR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LBR","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists)."
"LBR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"LBR","IT.CEL.SETS","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications"
"LBR","IT.NET.BBND","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications"
"LBR","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"LBR","IT.MLT.MAIN","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications"
"LBR","PA.NUS.FCRF","Data are reported in Liberian dollars."
"LBR","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2023 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2023 are World Bank staff estimates based on the market data. Short-term debt data are not available.  Data include the effects of Paris Club rescheduling agreement signed in 2008 and 2010, and HIPC and MDRI debt relief. DSSI eligible and not participating in 2020 and 2021."
"LBR","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
"LBR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LBR","SM.POP.NETM","Data source: United Nations World Population Prospects"
"LBR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"LBR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"LBR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"LBR","SP.POP.GROW","Data source: United Nations World Population Prospects"
"LBR","IT.CEL.SETS.P2","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications"
"LBY","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"LBY","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LBY","MS.MIL.XPND.CD","1960-1976 SIPRI estimates."
"LBY","IT.NET.BBND","Ministry of Transport and Communications. National Economic Strategy."
"LBY","IT.NET.USER.ZS","Ministry of Transport and Communications. National Economic Strategy."
"LBY","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. "
"LBY","IT.CEL.SETS","Ministry of Transport and Communications. National Economic Strategy."
"LBY","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"LBY","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"LBY","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"LBY","SM.POP.NETM","Data source: United Nations World Population Prospects"
"LBY","MS.MIL.XPND.CN","1960-1976 SIPRI estimates."
"LBY","IT.MLT.MAIN","Ministry of Transport and Communications. National Economic Strategy."
"LBY","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"LBY","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"LBY","SP.POP.GROW","Data source: United Nations World Population Prospects"
"LBY","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"LBY","SG.GEN.PARL.ZS","Following the popular uprising and protracted fighting that eventually ousted Col. Muammar Gaddafi, the General People's Congress - the unicameral parliament of the now defunct Libyan Arab Jamahiriya - has ceased to function. Parliamentary elections are expected to be held in 2012 under the supervision of the National Transitional Council, the interim government of the new Libya."
"LBY","NY.GNP.PCAP.PP.KD","Estimates are based on regression."
"LBY","NY.GNP.PCAP.PP.CD","Estimates are based on regression."
"LBY","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"LBY","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"LBY","IT.CEL.SETS.P2","Ministry of Transport and Communications. National Economic Strategy."
"LBY","MS.MIL.XPND.GD.ZS","1960-1976 SIPRI estimates."
"LBY","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"LBY","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"LBY","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LBY","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"LBY","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"LBY","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"LBY","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LBY","IT.MLT.MAIN.P2","Ministry of Transport and Communications. National Economic Strategy."
"LBY","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LBY","MS.MIL.XPND.ZS","1960-1976 SIPRI estimates."
"LBY","NY.GNP.MKTP.PP.KD","Estimates are based on regression."
"LBY","NY.GNP.MKTP.PP.CD","Estimates are based on regression."
"LBY","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LBY","NE.CON.PRVT.PP.CD","Estimates are based on regression."
"LBY","NE.CON.PRVT.PP.KD","Estimates are based on regression."
"LBY","IT.NET.BBND.P2","Ministry of Transport and Communications. National Economic Strategy."
"LBY","NY.GDP.PCAP.PP.KD","Estimates are based on regression."
"LBY","NY.GDP.PCAP.PP.CD","Estimates are based on regression."
"LBY","NY.GDP.MKTP.PP.KD","Estimates are based on regression."
"LBY","NY.GDP.MKTP.PP.CD","Estimates are based on regression."
"LBY","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LCA","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Excluding yacht passenger arrivals."
"LCA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LCA","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"LCA","IT.NET.BBND","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission"
"LCA","IT.NET.USER.ZS","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission"
"LCA","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"LCA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"LCA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LCA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LCA","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"LCA","IT.MLT.MAIN","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission"
"LCA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"LCA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"LCA","IT.NET.BBND.P2","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission"
"LCA","IT.CEL.SETS.P2","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission"
"LCA","SP.POP.GROW","Data source: United Nations World Population Prospects"
"LCA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"LCA","SM.POP.NETM","Data source: United Nations World Population Prospects"
"LCA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2023 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available.  Short-term debt data for 2023 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of HIPC and MDRI debt relief. DSSI eligible and did not participate in 2020 but participating in 2021."
"LCA","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"LCA","IT.MLT.MAIN.P2","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission"
"LCA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LCA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"LCA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"LCA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"LCA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"LCA","IT.CEL.SETS","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission"
"LCA","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
"LCN","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene."
"LCN","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene."
"LCN","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset."
"LCN","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene."
"LCN","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene."
"LCN","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset."
"LCN","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene."
"LCN","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene."
"LIC","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene."
"LIC","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene."
"LIC","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME."
"LIC","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene."
"LIC","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene."
"LIC","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene."
"LIC","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME."
"LIC","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene."
"LIE","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects"
"LIE","SP.POP.TOTL","Data source: Eurostat, Office of Statistics"
"LIE","IT.NET.BBND.P2","Office for Communications."
"LIE","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. "
"LIE","IS.RRS.PASG.KM","Source: OECD"
"LIE","IT.NET.USER.ZS","Office for Communications."
"LIE","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments. Excluding long term tourists on campgrounds and in holiday flats. 1995-2006: Non-resident tourists staying in hotels and similar establishments."
"LIE","IT.NET.BBND","Office for Communications."
"LIE","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"LIE","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"LIE","SP.DYN.CBRT.IN","Data source: Eurostat"
"LIE","IT.MLT.MAIN","Office for Communications."
"LIE","SP.DYN.CDRT.IN","Data source: Eurostat"
"LIE","IS.RRS.GOOD.MT.K6","Source: OECD"
"LIE","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"LIE","IT.MLT.MAIN.P2","Office for Communications."
"LIE","IT.CEL.SETS.P2","Office for Communications."
"LIE","SP.DYN.TFRT.IN","Data source: Eurostat, Liechtenstein Bureau of Statistics, United Nations World Population Prospects"
"LIE","SP.POP.GROW","Data source: Eurostat, Office of Statistics"
"LIE","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects"
"LIE","IT.CEL.SETS","Office for Communications."
"LKA","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"LKA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2023 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2023 are World Bank staff estimates. Short-term debt data for 2023 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of HIPC and MDRI debt relief."
"LKA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"LKA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LKA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LKA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LKA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"LKA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"LKA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LKA","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"LKA","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)"
"LKA","IT.MLT.MAIN","Telecommunications Regulatory Commission of Sri Lanka."
"LKA","SP.DYN.CDRT.IN","Data source: Department of Census and Statistics Sri Lanka, United Nations World Population Prospects"
"LKA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LKA","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)"
"LKA","VC.IHR.PSRC.P5","Changes in definitions and/or counting rules are reported by the Member State to indicate a break in the time series."
"LKA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"LKA","IT.CEL.SETS","Telecommunications Regulatory Commission of Sri Lanka."
"LKA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"LKA","SP.POP.TOTL","Data source: Department of Census and Statistics Sri Lanka, United Nations World Population Prospects"
"LKA","IT.CEL.SETS.P2","Telecommunications Regulatory Commission of Sri Lanka."
"LKA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"LKA","SP.POP.GROW","Data source: Department of Census and Statistics Sri Lanka, United Nations World Population Prospects"
"LKA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"LKA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LKA","MS.MIL.XPND.CD","1960-2003 SIPRI estimates."
"LKA","IT.NET.BBND","Telecommunications Regulatory Commission of Sri Lanka."
"LKA","SP.DYN.CBRT.IN","Data source: Department of Census and Statistics Sri Lanka, United Nations World Population Prospects"
"LKA","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. "
"LKA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"LKA","MS.MIL.XPND.CN","1960-2003 SIPRI estimates."
"LKA","IT.MLT.MAIN.P2","Telecommunications Regulatory Commission of Sri Lanka."
"LKA","SM.POP.NETM","Data source: United Nations World Population Prospects"
"LKA","IT.NET.USER.ZS","Telecommunications Regulatory Commission of Sri Lanka."
"LKA","IT.NET.BBND.P2","Telecommunications Regulatory Commission of Sri Lanka."
"LKA","MS.MIL.XPND.GD.ZS","1960-2003 SIPRI estimates."
"LKA","MS.MIL.XPND.ZS","1960-2003 SIPRI estimates."
"LKA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"LMC","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene."
"LMC","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene."
"LMC","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME."
"LMC","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene."
"LMC","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene."
